fishID,lakeID,basin,DOCbin,lakeDOC,fishSL,capture_Method,total_RakerNum,length_Raker1,length_Raker2,length_Raker3,length_Raker4,length_Raker5,length_Raker6,length_Raker7,length_Raker8,length_Raker9,space1,space2,space3,space4,space5,space6,space7,space8,avgRakerLength,avgRakerSpace,SS.Length,SS.Space,SS.Count,lakeSlope,avgrakerlengthSS_bylake,avgrakerspaceSS_bylake,rakercountSS_bylake,avgL_4-7,avgS_4-6,avgL2_ss,avgS2_ss,fitted_L,fitted_S,fitted_C
MC FN7 004.jpg,McCullough,4,high,14.3,145.3779211,Fyke_Net,12,20.12,28.04,30.79,30.81,27.09,28.38,26.53,23.12,21.61,5.47,7.14,8.19,8.2,10.05,9.16,8.57,8.97,26.27666667,8.21875,23.53838498,6.671013184,12.15728427,0.70461,21.63636315,6.76738045,10.00841741,28.2025,9.136666667,25.0903689,10.77172902,2.98437,2.125344,11.22791
MC FN7 005.jpg,McCullough,4,high,14.3,137.1272243,Fyke_Net,13,7.29,10.52,22.58,23.12,20.43,19.55,16.47,12.54,13.45,5.53,7.09,9.34,6.46,7.3,7.03,9.5,9.09,16.21666667,7.6675,14.86942022,6.504864274,13.13410492,0.70461,13.91409282,6.578818771,11.26700885,19.8925,6.93,18.14127086,7.890093251,2.98437,2.125344,11.22791
MC FN7 006.jpg,McCullough,4,high,14.3,122.9396743,Fyke_Net,12,8.27,14.99,23.24,21.16,21.31,20.69,18.68,16.76,15.39,3.91,4.38,8.23,7.27,7.82,8.38,8.71,8.83,17.83222222,7.19125,17.07913918,6.626365363,12.06142592,0.70461,16.52416689,6.663759643,11.17448731,20.46,7.823333333,19.54316866,8.344956075,2.98437,2.125344,11.22791
MC FN7 007.jpg,McCullough,4,high,14.3,137.7214136,Fyke_Net,12,13.78,19.83,26.62,25.7,24.53,14.71,20.97,16.91,16.8,6.84,7.34,7.92,7.31,6.76,8.55,7.22,6.62,19.98333333,7.32,18.29157189,6.189774274,12.12626471,0.70461,17.09378085,6.261553738,10.37079599,21.4775,7.54,19.55086096,8.606791572,2.98437,2.125344,11.22791
MC FN7 008.jpg,McCullough,4,high,14.3,121.1367243,Fyke_Net,13,11.56,13.7,15.42,19.78,21.79,17.68,14.48,18.31,13.86,6.47,5.17,2.41,5.62,6.39,7.07,7.79,7.87,16.28666667,6.09875,15.6910924,5.682851565,13.05743238,0.70461,15.24990909,5.710533844,12.22384065,18.4325,6.36,17.71715872,6.724482147,2.98437,2.125344,11.22791
MC FN7 009.jpg,McCullough,4,high,14.3,148.383713,Fyke_Net,11,10.22,15.05,26.5,26.35,26.73,23.01,19.95,20.43,19.2,5.72,6.36,7.27,9.21,9.93,9.16,10.53,9.38,20.82666667,8.445,18.50458708,6.749338842,11.15495164,0.70461,16.90329371,6.854125584,9.051782524,24.01,9.433333333,21.17596352,11.25819649,2.98437,2.125344,11.22791
MC FN7 010.jpg,McCullough,4,high,14.3,130.1858788,Fyke_Net,13,14.17,17.81,26.39,25.08,22.22,23.25,21.52,19.24,16.91,6.15,6.83,6.62,5.88,8.01,7.45,8.54,8,20.73222222,7.185,19.40801041,6.339862894,13.10192797,0.70461,18.45164228,6.39464995,11.65840737,23.0175,7.113333333,21.45862303,7.851522102,2.98437,2.125344,11.22791
MC FN7 011.jpg,McCullough,4,high,14.3,133.8027688,Fyke_Net,13,10,18.63,18.34,22.74,26.25,24.39,21.11,15.85,17.05,6.58,6.89,8.38,8.69,9.75,9.75,10.96,10.03,19.37333333,8.87875,17.93866876,7.673623999,13.11889279,0.70461,16.91249972,7.750970988,11.45026354,23.6225,9.396666667,21.76824609,10.5428869,2.98437,2.125344,11.22791
MC FN7 012.jpg,McCullough,4,high,14.3,138.9901466,Fyke_Net,12,10.7,17.74,24.69,27.12,25.98,21.04,19.75,18.74,19.72,6.77,6.69,11.05,7.92,8.91,9.04,8.98,8.87,20.60888889,8.52875,18.79526271,7.162026831,12.13151668,0.70461,17.51534268,7.248535613,10.30846518,23.4725,8.623333333,21.2839833,9.89743575,2.98437,2.125344,11.22791
MC FN7 013.jpg,McCullough,4,high,14.3,127.9217585,Fyke_Net,13,9.27,15.99,20.17,25.14,24.57,21.77,19.59,17.18,15.04,8.34,7.37,10.91,9.87,8.71,10.36,10.33,11.47,18.74666667,9.67,17.67257525,8.64658096,13.09107818,0.70461,16.8920351,8.713351295,11.79364856,22.7675,9.646666667,21.38403685,10.53681009,2.98437,2.125344,11.22791
MC FN7 014.jpg,McCullough,4,high,14.3,132.9933705,Fyke_Net,11,12,17.09,24.57,25.6,27.42,22.42,19.07,18.41,15.7,7.57,6.07,8.45,8.05,8.73,9.92,9.2,9.48,20.25333333,8.43375,18.79896487,7.322563061,11.09742161,0.70461,17.75647218,7.394038884,9.727407477,23.6275,8.9,21.82893956,9.949530179,2.98437,2.125344,11.22791
MC FN7 015.jpg,McCullough,4,high,14.3,139.8152843,Fyke_Net,11,14.35,19.73,23.93,27.85,29.28,24.37,19.67,22.17,20.36,7.27,6.48,7.4,7.98,7.05,8.27,9.27,9.54,22.41222222,7.9075,20.39167515,6.610660113,11.1236656,0.70461,18.96870507,6.692568063,9.412728593,25.2925,7.766666667,22.876805,8.945751992,2.98437,2.125344,11.22791
MC FN8 001.jpg,McCullough,4,high,14.3,110.9998176,Fyke_Net,11,12.54,18.9,19.42,24.92,24.87,22.05,18.84,15.97,17.67,5.32,6.83,7.25,7.52,8.97,8.68,8.63,7.94,19.46444444,7.6425,19.41818937,7.608103405,11.00309724,0.70461,19.38293402,7.610510408,10.9548719,22.67,8.39,22.61276467,8.419870549,2.98437,2.125344,11.22791
MC FN8 002.jpg,McCullough,4,high,14.3,122.4455588,Fyke_Net,11,15.33,24.18,26.84,22.94,21.27,20.43,19.18,17.37,15.41,6.51,8.33,8.27,7.46,7.85,7.99,8.93,7.05,20.32777778,7.79875,19.50061817,7.208074893,11.05420474,0.70461,18.89019264,7.247234483,10.2704349,20.955,7.766666667,20.05019499,8.264616788,2.98437,2.125344,11.22791
MC FN8 003.jpg,McCullough,4,high,14.3,121.8483293,Fyke_Net,11,12.73,16.98,20.76,22.18,23.99,20.45,15.99,16.19,13.22,5.38,8.45,8.03,8.54,7.83,9.38,8.76,8.95,18.05444444,8.165,17.35361631,7.57455423,11.05165284,0.70461,16.83553112,7.613769306,10.30349998,20.6525,8.583333333,19.80176548,9.107020803,2.98437,2.125344,11.22791
MC FN8 004.jpg,McCullough,4,high,14.3,115.6831365,Fyke_Net,10,11.18,28.03,27.88,21.56,16.19,15.45,13.87,10.93,9.92,4.88,6.06,7.38,6.64,9.15,8.67,8.66,8.18,17.22333333,7.4525,16.90136113,7.19057688,10.02235451,0.70461,16.65898432,7.208321181,9.692056135,16.7675,8.153333333,16.43465513,8.386745846,2.98437,2.125344,11.22791
MC FN8 005.jpg,McCullough,4,high,14.3,105.293539,Fyke_Net,9,22.31,21.53,19.91,16.64,14.78,12.85,12.42,9.14,5.2,6.28,7.9,6.62,7.76,6.22,6.26,7.06,7.47,14.97555556,6.94625,15.25795515,7.196692375,8.980126769,0.70461,15.47784492,7.179245256,9.279506137,14.1725,6.746666667,14.45662509,6.560684352,2.98437,2.125344,11.22791
MC FN8 006.jpg,McCullough,4,high,14.3,134.8541879,Fyke_Net,10,14.93,22.76,22.37,24.79,20.26,19.76,18.26,16.32,13.84,6.15,7.42,7.17,7.59,7.35,8.16,7.51,8.07,19.25444444,7.4275,17.77298246,6.381450811,10.09518652,0.70461,16.71626459,6.448396549,8.762689834,20.7675,7.7,19.07394301,8.679722811,2.98437,2.125344,11.22791
MC FN8 007.jpg,McCullough,4,high,14.3,142.159868,Fyke_Net,10,14.87,25.63,27.38,26.64,21.51,18.83,17,14.4,15.63,5.59,9.02,8.35,9.13,10.46,9.76,11,9.14,20.21,9.05625,18.26636545,7.476350054,10.1203674,0.70461,16.90558211,7.575530495,8.463986124,20.995,9.783333333,18.85633171,11.38100956,2.98437,2.125344,11.22791
MC FN8 008.jpg,McCullough,4,high,14.3,129.2649865,Fyke_Net,10,16.38,22.9,18.12,18.24,18.32,18.46,15.66,11.35,11.3,7.48,7.94,8.34,8.58,7.49,7.73,7.03,8.64,16.74777778,7.90375,15.72253762,7.011627751,10.07502835,0.70461,14.980236,7.069610586,9.00995434,17.67,7.933333333,16.52294393,8.719585974,2.98437,2.125344,11.22791
MC FN8 009.jpg,McCullough,4,high,14.3,132.0961847,Fyke_Net,11,13.19,24.38,26.94,24.84,23.32,19.18,17.93,20.48,17.18,4.83,5.75,7.81,8.98,9.66,10.13,7.49,8.06,20.82666667,7.83875,19.38341599,6.840902295,11.09387511,0.70461,18.34641851,6.905246331,9.770789347,21.3175,9.59,19.7513861,10.67766183,2.98437,2.125344,11.22791
MC FN8 010.jpg,McCullough,4,high,14.3,65.3214139,Fyke_Net,12,8.39,11.9,17.07,16.93,14.22,12.81,10.3,9.14,8.56,3.63,3.08,4.43,4.43,4.47,4.78,4.22,4.28,12.14666667,4.165,14.97318044,6.192622598,11.70658759,0.70461,17.57449401,6.026172427,16.93444169,13.565,4.56,16.94162315,3.3345642,2.98437,2.125344,11.22791
MC FN8 011.jpg,McCullough,4,high,14.3,138.9366317,Fyke_Net,10,8.15,17.75,26.69,30.64,27.99,24.92,22.9,21.74,19.97,4.85,8.57,6.32,8.38,9.08,10.02,11.91,9.21,22.30555556,8.5425,20.34574555,7.175663843,10.1094134,0.70461,18.96247186,7.262191957,8.592562678,26.6125,9.16,24.13515816,10.51097842,2.98437,2.125344,11.22791
MC FN8 012.jpg,McCullough,4,high,14.3,82.84328256,Fyke_Net,11,14.16,17.3,15.86,15.86,14.06,13.41,12.71,10.93,9.75,5.53,6.19,5.53,5.86,5.27,5.71,5.24,5.65,13.78222222,5.6225,15.45227801,6.984047014,10.8521289,0.70461,16.8666176,6.880801777,13.27817971,14.01,5.613333333,15.8203404,4.730494058,2.98437,2.125344,11.22791
MC FN8 013.jpg,McCullough,4,high,14.3,94.79502028,Fyke_Net,10,11.6,24.93,24.17,21.46,15.9,16.65,15.79,13.49,10.95,4.42,4.95,6.32,6.52,5.67,6.93,7.19,6.73,17.21555556,6.09125,18.29102461,6.832850935,9.928553061,0.70461,19.15976687,6.779168591,11.04765204,17.45,6.373333333,18.61046192,5.820947098,2.98437,2.125344,11.22791
MC FN8 014.jpg,McCullough,4,high,14.3,88.02551844,Fyke_Net,11,10.26,14.67,20.36,20.21,18.76,16.26,14.88,13.72,12.19,3.34,3.85,5.6,5.58,5.46,6.7,6.5,5.91,15.70111111,5.3675,17.18256143,6.368138266,10.88326619,0.70461,18.41076155,6.293819033,12.75896558,17.5275,5.913333333,19.28966637,5.167134322,2.98437,2.125344,11.22791
MC FN8 015.jpg,McCullough,4,high,14.3,77.73081425,Fyke_Net,13,10.17,13.07,15.45,14.76,13.9,13.99,12.28,11.59,10.22,4.66,4.16,5.58,6.11,4.89,6.21,5.83,6.32,12.82555556,5.47,14.74990014,7.130098429,12.78672464,0.70461,16.41637733,7.001471055,16.36346606,13.7325,5.736666667,15.9315073,4.654036957,2.98437,2.125344,11.22791
MK Electro 001.jpg,Muskellunge,7,low,6.66,114.4106971,Shock,13,12.67,19.02,26.5,27.69,25.56,21.13,21.62,17.9,15.42,5.73,5.51,8.99,7.63,7.72,8.62,8.57,9.55,20.83444444,7.79,20.53540408,7.579376024,13.022258,0.63336,20.36191421,7.613334031,12.72466721,24,7.99,23.6341601,8.164647135,3.074954,1.709107,11.74708
MK Electro 002.jpg,Muskellunge,7,low,6.66,88.78349078,Shock,10,8.03,8.83,12.89,18.54,19.7,19.72,18.47,15.99,13.5,3.47,5.64,5.51,5.5,6.16,5.51,6.43,6.61,15.07444444,5.60375,16.44041908,6.605442351,9.897884826,0.63336,17.2994672,6.430887497,11.3568337,19.1075,5.723333333,20.95220776,5.026774868,3.074954,1.709107,11.74708
MK Electro 003.jpg,Muskellunge,7,low,6.66,63.34394046,Shock,13,5.48,8.93,11.95,16.58,19.28,18.7,17.23,15.13,11.96,2.95,5.02,5.55,5.05,4.34,4.59,5.06,4.31,13.91555556,4.60875,17.36541413,7.013643406,12.66374085,0.63336,19.77696876,6.550026792,17.99470166,17.9475,4.66,22.70909322,3.345722435,3.074954,1.709107,11.74708
MK Electro 004.jpg,Muskellunge,7,low,6.66,79.50588597,Shock,13,4.79,7.91,14.19,15.65,19.32,19.49,19.21,15.04,14.95,5.5,4.32,4.96,5.24,5.68,5.63,5.52,5.79,14.50555556,5.33,16.5323295,6.829928978,12.80036504,0.63336,17.85190565,6.559612321,15.75056109,18.4175,5.516666667,21.163143,4.536293814,3.074954,1.709107,11.74708
MK Electro 005.jpg,Muskellunge,7,low,6.66,85.72408184,Shock,11,7,14.86,17.77,21.15,15.85,16.23,15.43,13.59,12.88,1.76,4.46,3.39,4.27,5.02,5.44,5.85,5.51,14.97333333,4.4625,16.56027313,5.401617826,10.86965976,0.63336,17.56934543,5.236198064,12.75194695,17.165,4.91,19.10411774,4.223086241,3.074954,1.709107,11.74708
MK Electro 006.jpg,Muskellunge,7,low,6.66,75.39605283,Shock,11,7.5,9.05,11.1,18.54,22.75,19.76,14.85,17.49,14.99,2.3,5.15,3.45,6.27,5.01,4.65,5.2,5.16,15.11444444,4.64875,17.59504877,6.201049455,10.80396666,0.63336,19.23719635,5.916795083,13.74853055,18.975,5.31,22.29999457,4.230168848,3.074954,1.709107,11.74708
MK Electro 007.jpg,Muskellunge,7,low,6.66,63.54469821,Shock,13,6.07,8.85,13.6,12.86,18.12,18.21,17.19,15.34,12.23,3.04,3.34,3.74,3.79,5.01,4.66,4.77,5.25,13.60777778,4.2,16.9599043,6.376319553,12.6656332,0.63336,19.3008304,5.957153957,17.96135724,16.595,4.486666667,20.96961263,3.227366015,3.074954,1.709107,11.74708
MK Electro 008.jpg,Muskellunge,7,low,6.66,63.81473263,Shock,11,5.21,5.35,8.68,11.81,16.95,18.45,16.15,16.3,14.02,2.46,2.89,5.03,4.72,6.09,3.97,5.26,4.88,12.54666667,4.4125,15.61096058,6.677472863,10.71922042,0.63336,17.74805352,6.241771068,15.16034307,15.84,4.926666667,19.9796316,3.552851457,3.074954,1.709107,11.74708
MK Electro 009.jpg,Muskellunge,7,low,6.66,82.53159941,Shock,12,9.15,10.92,16.72,22.41,23.61,21.95,19.95,18.64,16.11,3.76,4.81,4.09,6.52,6.52,6.18,5.76,5.7,17.71777778,5.4175,19.89462657,6.748623261,11.83657907,0.63336,21.29539728,6.51142682,14.22414458,21.98,6.406666667,24.85990591,5.386919506,3.074954,1.709107,11.74708
MK Electro 010.jpg,Muskellunge,7,low,6.66,89.3079009,Shock,9,14.59,21.58,21.46,21.6,19.54,16.25,13.22,10.06,10.21,5.78,3.8,5.42,5.99,6.74,6.2,5.66,7.24,16.50111111,5.85375,17.95411883,6.869453824,8.910573941,0.63336,18.8662106,6.692777822,10.18592857,17.6525,6.31,19.30846253,5.561560681,3.074954,1.709107,11.74708
MK Electro 011.jpg,Muskellunge,7,low,6.66,100.7846335,Shock,10,17.86,24.8,24.46,22.45,18.61,16.42,17.12,16.35,13.89,4.65,6.81,6.3,6.87,7.23,7.12,7.04,5.84,19.10666667,6.4825,19.8099515,6.94234132,9.957319179,0.63336,20.23495323,6.865316305,10.54346024,18.65,7.073333333,19.38020772,6.70095337,3.074954,1.709107,11.74708
MK Electro 012.jpg,Muskellunge,7,low,6.66,95.04357762,Shock,10,9.8,17.36,22.33,26.49,25.5,22.39,20.18,16.46,13.81,7.1,6.99,7.3,6.69,7.1,7.99,7.66,6.84,19.36888889,7.20875,20.55738492,8.070399752,9.929780814,0.63336,21.28896969,7.923382978,10.91221857,23.64,7.26,25.18413268,6.641139137,3.074954,1.709107,11.74708
MK Electro 013.jpg,Muskellunge,7,low,6.66,63.70781332,Shock,13,6.02,8.87,13.17,17.1,18.1,16.21,15.25,14.83,13.01,2.66,4.04,3.78,3.91,4.04,3.88,4.28,4.71,13.61777778,3.9125,16.95501301,5.92833529,12.66716653,0.63336,19.28367752,5.54036932,17.93438777,16.665,3.943333333,21.03518796,2.840878058,3.074954,1.709107,11.74708
MK Electro 014.jpg,Muskellunge,7,low,6.66,84.79814128,Shock,11,6.59,14.74,17.28,22.59,21.37,18.58,16.15,14.56,11.14,4.03,6.36,5.8,7.06,6.48,5.45,5.59,5.7,15.88888889,5.80875,17.64918685,7.089192969,10.86408704,0.63336,18.77231639,6.862901576,12.83337935,19.6725,6.33,21.9959403,5.409242009,3.074954,1.709107,11.74708
MK Electro 015.jpg,Muskellunge,7,low,6.66,113.5871941,Shock,11,18.37,24.48,27.35,27.13,21.51,17.4,17.84,14.2,12.17,5.06,6.87,7.14,7.89,9.12,8.55,7.66,7.8,20.05,7.51125,19.8192703,7.348214897,11.01507572,0.63336,19.68512021,7.374569267,10.8127121,20.97,8.52,20.7136942,8.668766218,3.074954,1.709107,11.74708
MK Electro2 001.jpg,Muskellunge,7,low,6.66,115.6332225,Shock,11,11.67,20.11,27.58,28.34,27.91,23.59,19.03,17.64,8.63,7.58,8.42,7.58,7.7,7.94,9.18,9.56,7.77,20.5,8.21625,20.12023876,7.930073277,11.0243653,0.63336,19.90063582,7.976042957,10.70015688,24.7175,8.273333333,24.2312764,8.507988874,3.074954,1.709107,11.74708
MK Electro2 002.jpg,Muskellunge,7,low,6.66,62.57345489,Shock,13,5.27,6.35,11.77,17.79,18.64,18.36,17.22,16.37,13.87,5.61,4.81,4.39,5.64,6.1,4.87,4.78,4.29,13.96,5.06125,17.50616406,7.773911269,12.6564248,0.63336,19.99451471,7.249098268,18.12424611,18.0025,5.536666667,22.8971899,3.946202337,3.074954,1.709107,11.74708
MK Electro2 003.jpg,Muskellunge,7,low,6.66,86.88037916,Shock,12,11.27,21.81,24.78,18.93,19.91,19.92,18.62,14.31,12.95,6.88,3.66,7.04,6.12,6.41,6.5,6.9,6.96,18.05555556,6.30875,19.86267709,7.559384181,11.86531515,0.63336,21.00692613,7.339994219,13.80239298,19.345,6.343333333,21.40842478,5.499710819,3.074954,1.709107,11.74708
MK Electro2 004.jpg,Muskellunge,7,low,6.66,62.0471819,Shock,11,6.64,15.58,14.09,18.67,18.68,17.8,17.29,16.28,15.22,3.21,3.42,3.86,3.79,4.65,4.56,4.28,4.32,15.58333333,4.01125,19.60783833,6.200643546,10.70501227,0.63336,22.43928532,5.776025984,15.41201021,18.11,4.333333333,23.11655324,3.073004736,3.074954,1.709107,11.74708
MK Electro2 005.jpg,Muskellunge,7,low,6.66,96.11885694,Shock,13,6.17,17.8,22.88,21.31,22.4,21.57,18.93,17.48,14.33,4.36,4.47,5.94,6.7,6.04,6.23,6.95,6.94,18.09666667,5.95375,19.12106206,6.608898598,12.91557432,0.63336,19.74940603,6.497507569,14.09264892,21.0525,6.323333333,22.32089549,5.823296057,3.074954,1.709107,11.74708
MK Electro2 006.jpg,Muskellunge,7,low,6.66,120.0941608,Shock,13,8.75,12.32,20.14,25.17,24.34,24.11,22.74,18.6,15.06,3.43,3.57,5.93,7.42,7.24,7.62,6.86,7.61,19.02555556,6.21,18.39316065,5.82448176,13.05210397,0.63336,18.03177448,5.885636925,12.36816022,24.09,7.426666667,23.24011653,7.811861998,3.074954,1.709107,11.74708
MK Electro2 007.jpg,Muskellunge,7,low,6.66,92.2312685,Shock,12,6.34,13.17,20.49,18.36,17.24,14.29,13.71,11.39,9.38,4.08,5.29,6.38,6.28,7.09,7.43,7.35,6.91,13.81888889,6.35125,14.84368948,7.27384038,11.89884871,0.63336,15.48050004,7.114949396,13.32724129,15.9,6.933333333,17.15566506,6.22960365,3.074954,1.709107,11.74708
MK Electro2 008.jpg,Muskellunge,7,low,6.66,93.12597314,Shock,14,5.23,7.67,10.33,15.47,21.64,24.68,22.23,18.37,7.44,4.16,5.29,5.98,6.2,6.85,5.95,6.13,5.94,14.78444444,5.8125,15.81978691,6.608385839,13.88831981,0.63336,16.46119719,6.471725997,15.46071501,21.005,6.333333333,22.5712411,5.723394602,3.074954,1.709107,11.74708
MK Electro2 009.jpg,Muskellunge,7,low,6.66,94.10304081,Shock,11,6.82,17.01,27.25,28.49,27.47,23.83,21.45,19.65,16.38,5.86,5.41,6.73,7.52,7.15,8.55,7.34,7.2,20.92777778,6.97,22.30025671,7.862047885,10.91763067,0.63336,23.14774065,7.709372291,12.07361573,25.31,7.74,27.07715168,7.03831023,3.074954,1.709107,11.74708
MK Electro2 010.jpg,Muskellunge,7,low,6.66,95.69890176,Shock,13,9.87,9.9,11.09,16.15,23.84,20.02,16.11,15.61,14.99,3.9,2.6,5.6,7.7,7.06,6.88,7.27,7.97,15.28666667,6.1225,16.18024486,6.818770317,12.91290415,0.63336,16.72910367,6.700225484,14.12886457,19.03,7.213333333,20.21403546,6.625574086,3.074954,1.709107,11.74708
MK Electro2 011.jpg,Muskellunge,7,low,6.66,76.33498544,Shock,13,11.47,16.51,21.87,17.67,15.41,13.64,12.96,11.38,11.65,4.38,5.83,6.02,5.55,5.23,5.35,6.25,5.54,14.72888889,5.51875,17.06173995,7.292946254,12.77578842,0.63336,18.60009895,6.96926113,16.13081973,14.92,5.376666667,17.44266294,4.315043512,3.074954,1.709107,11.74708
MK Electro2 012.jpg,Muskellunge,7,low,6.66,117.4096647,Shock,13,13.24,9.39,26.2,28.09,24.68,23.41,19.01,18.1,16.46,6.4,5.67,9.25,8.93,7.73,7.59,8.05,8.18,19.84222222,7.725,19.35652151,7.370423814,13.03817833,0.63336,19.07698706,7.427090432,12.53313885,23.7975,8.083333333,23.17905294,8.388605035,3.074954,1.709107,11.74708
MK Electro2 013.jpg,Muskellunge,7,low,6.66,118.9047208,Shock,13,7.3,19.81,28.5,30.72,29.61,25.17,23.41,22.31,19.49,6.42,6.16,10.58,9.5,8.58,8.39,9.03,9.28,22.92444444,8.4925,22.25065964,8.025495394,13.04597081,0.63336,21.8644131,8.099818885,12.4405295,27.2275,8.823333333,26.37801633,9.225982132,3.074954,1.709107,11.74708
MK Electro2 014.jpg,Muskellunge,7,low,6.66,85.38687291,Shock,12,6.71,8.63,13.81,20.88,20.25,18.95,18.12,18.06,14.62,5.5,5.23,6.28,9.95,5.18,6.54,6.86,6.05,15.55888889,6.44875,17.23497534,7.82917958,11.85560395,0.63336,18.30205313,7.58573245,13.94338995,19.55,7.223333333,21.79494187,6.198180366,3.074954,1.709107,11.74708
MK Electro2 015.jpg,Muskellunge,7,low,6.66,83.04980353,Shock,11,7.7,13.08,17.7,22.46,22.32,19.01,16.62,14.36,12.73,5.38,5.15,8.99,6.2,6.69,6.89,7.87,6.53,16.22,6.7125,18.16739284,8.322309726,10.85340484,0.63336,19.41805171,8.035998554,12.9910503,20.1025,6.593333333,22.67614805,5.564629372,3.074954,1.709107,11.74708
OB Electro 001.jpg,Oxbow,4,high,11.12,116.6676069,Shock,11,8.25,13.43,20.43,24.28,29.38,24.67,19.09,20.29,16.44,5.07,8.36,5.71,7.29,7.86,8.35,9.07,8.56,19.58444444,7.53375,19.15345371,7.222515896,11.02900228,0.48824,19.05850112,7.331439697,10.73135862,24.355,7.833333333,23.78592222,8.098451617,3.102604,2.078696,11.84293
OB Electro 002.jpg,Oxbow,4,high,11.12,103.7235114,Shock,13,7.24,12.12,17.48,22.73,25.07,22.27,22.67,18.92,17.37,2.21,6.73,5.13,6.91,5.86,6.89,7.13,6.78,18.43,5.955,18.89045412,6.240231608,12.96209568,0.48824,18.99497564,6.137559963,13.35763662,23.185,6.553333333,23.80093105,6.31578031,3.102604,2.078696,11.84293
OB Electro 003.jpg,Oxbow,4,high,11.12,111.6966911,Shock,12,4.48,11.89,20.33,26.04,24.98,24.36,22.4,21.27,18.45,3.61,4.63,4.32,9.17,6.97,7.19,7.22,7.57,19.35555556,6.335,19.26139329,6.276696373,12.00692666,0.48824,19.24047266,6.297342161,11.93391525,24.445,7.776666667,24.31866524,7.833567847,3.102604,2.078696,11.84293
OB Electro 004.jpg,Oxbow,4,high,11.12,130.1266811,Shock,11,7.47,17.64,25.5,29.49,26.65,25.15,22.4,19.8,18.2,5.72,6.27,7.37,7.06,9.52,9.16,9.17,9.16,21.36666667,7.92875,20.00556221,6.998537032,11.08600865,0.48824,19.71350475,7.315303816,10.22688273,25.9225,8.58,24.17154067,9.467821515,3.102604,2.078696,11.84293
OB Electro 005.jpg,Oxbow,4,high,11.12,128.0435605,Shock,12,15.5,20.7,29.24,30.36,28.1,24,22.57,20.84,18.69,6.67,7.29,8.4,7.04,8.99,8.47,9.29,9.24,23.33333333,8.17375,21.98809616,7.303424966,12.08461523,0.48824,21.69830135,7.601002547,11.23628573,26.2575,8.166666667,24.65201793,8.925313161,3.102604,2.078696,11.84293
OB Electro 006.jpg,Oxbow,4,high,11.12,111.6710235,Shock,12,9.85,15.47,21.73,22.39,20.75,18.37,14.76,14.49,15.08,7.09,5.52,7.54,6.66,7.74,7.13,6.73,8.04,16.98777778,7.05625,16.90668494,6.99252419,12.00679636,0.48824,16.888668,7.015091869,11.9351249,19.0675,7.176666667,18.97080534,7.228185891,3.102604,2.078696,11.84293
OB Electro 007.jpg,Oxbow,4,high,11.12,89.92152952,Shock,14,9.88,19.08,24.71,23.15,21.06,19.09,19.26,17.57,14.15,3.27,4.1,5.22,5.5,6.4,6.17,5.25,5.28,18.66111111,5.14875,20.24891136,6.010905185,13.86537525,0.48824,20.6218863,5.689751131,15.32016749,20.64,6.023333333,22.51076601,5.330642769,3.102604,2.078696,11.84293
OB Electro 008.jpg,Oxbow,4,high,11.12,100.8548983,Shock,13,6.6,10.68,15.73,22.82,23.06,20.67,20.73,17.37,16.11,4.26,5.96,5.92,6.1,5.65,6.18,5.55,6.44,17.08555556,5.7575,17.70952059,6.162662452,12.94494093,0.48824,17.8521028,6.015819499,13.52388107,21.82,5.976666667,22.66762417,5.664377679,3.102604,2.078696,11.84293
OB Electro 009.jpg,Oxbow,4,high,11.12,102.3874211,Shock,14,5.73,12.25,14.72,20.27,20.09,17.13,15.52,15.06,13.03,5.28,5.11,4.57,6.95,7,6.18,7.2,7.16,14.86666667,6.18125,15.31713771,6.54116857,13.9506367,0.48824,15.41970614,6.411200789,14.46763416,18.2525,6.71,18.8406803,6.416907875,3.102604,2.078696,11.84293
OB Electro 010.jpg,Oxbow,4,high,11.12,126.7502561,Shock,13,11.56,23.07,27.3,28.38,25.56,24.6,21.39,19.97,16.67,4.63,7.35,8.03,7.79,7.88,7.91,10.36,8.73,22.05555556,7.835,20.86835703,7.054723092,13.08539225,0.48824,20.61197241,7.322192262,12.2272641,24.9825,7.86,23.55615314,8.53825396,3.102604,2.078696,11.84293
OB Electro 011.jpg,Oxbow,4,high,11.12,123.8294868,Shock,12,15.41,28.59,29.89,23.24,20.65,20.73,18.05,16.35,16.61,5.92,7.29,8.24,9.01,9.03,9.37,8.39,8.43,21.05777778,8.21,20.11051473,7.523925408,12.06553399,0.48824,19.9047812,7.760480346,11.40334893,20.6675,9.136666667,19.68109795,9.78790654,3.102604,2.078696,11.84293
OB Electro 012.jpg,Oxbow,4,high,11.12,116.04123,Shock,12,13.49,22.33,25.69,29.41,26.64,26.01,26.07,24.71,22.08,6.91,6.7,7.18,7.38,7.04,5.67,6.97,8.03,24.04777778,6.985,23.56914233,6.723766237,12.02858077,0.48824,23.46356099,6.815315436,11.73476398,27.0325,6.696666667,26.46118992,6.901099682,3.102604,2.078696,11.84293
OB Electro 013.jpg,Oxbow,4,high,11.12,126.9983059,Shock,10,9.33,20.43,33.36,27.03,32.85,26.9,25.23,17.69,16.01,2.95,8.25,6.44,8.27,7.97,7.67,6.61,6.66,23.20333333,6.8525,21.93723062,6.160948858,10.06661564,0.48824,21.66393649,6.397887742,9.397481466,28.0025,7.97,26.38185129,8.667857156,3.102604,2.078696,11.84293
